trx_date,amount,currency,merchant_id,trx_date_ym
1/10/99,1237191,EUR,Costco,1999-01
1/11/99,8604159,RMB,Target,1999-01
1/12/99,5168098,USD,eBay,1999-01
1/13/99,5075891,EUR,Apple,1999-01
1/14/99,7396796,RMB,Walmart,1999-01
1/15/99,2722975,USD,Costco,1999-01
1/16/99,8896794,EUR,Target,1999-01
1/17/99,2940935,RMB,eBay,1999-01
1/18/99,6838241,USD,Apple,1999-01
1/19/99,7305444,EUR,Walmart,1999-01
1/20/99,6611108,RMB,Costco,1999-01
1/21/99,8150786,USD,Target,1999-01
1/22/99,4943758,EUR,eBay,1999-01
1/23/99,5287734,RMB,Apple,1999-01
1/24/99,6744452,USD,Walmart,1999-01
1/25/99,3944937,EUR,Costco,1999-01
1/26/99,280957,RMB,Target,1999-01
1/27/99,6017489,USD,eBay,1999-01
1/28/99,2877710,EUR,Apple,1999-01
1/29/99,4005205,RMB,Walmart,1999-01
1/30/99,8222331,USD,Costco,1999-01
1/31/99,9280759,EUR,Target,1999-01
2/1/99,424727,RMB,eBay,1999-02
2/2/99,7805335,USD,Apple,1999-02
2/3/99,9008397,EUR,Walmart,1999-02
2/4/99,684569,RMB,Costco,1999-02
2/5/99,9298096,USD,Target,1999-02
2/6/99,2631861,EUR,eBay,1999-02
2/7/99,3690752,RMB,Apple,1999-02
2/8/99,9595532,USD,Walmart,1999-02
2/9/99,491801,EUR,Costco,1999-02
2/10/99,4613266,RMB,Target,1999-02
2/11/99,7372787,USD,eBay,1999-02
2/12/99,731815,EUR,Apple,1999-02
2/13/99,2250137,RMB,Walmart,1999-02
2/14/99,1954319,USD,Costco,1999-02
2/15/99,5156387,EUR,Target,1999-02
2/16/99,9908033,RMB,eBay,1999-02
2/17/99,386670,USD,Apple,1999-02
2/18/99,4295268,EUR,Walmart,1999-02
2/19/99,8710104,RMB,Costco,1999-02
2/20/99,3574808,USD,Target,1999-02
2/21/99,480073,EUR,eBay,1999-02
2/22/99,2294607,RMB,Apple,1999-02
2/23/99,8578914,USD,Walmart,1999-02
2/24/99,5292170,EUR,Costco,1999-02
2/25/99,8676503,RMB,Target,1999-02
2/26/99,3902610,USD,eBay,1999-02
2/27/99,45872,EUR,Apple,1999-02
2/28/99,4733855,RMB,Walmart,1999-02
3/1/99,6761886,USD,Costco,1999-03
3/2/99,6706997,EUR,Target,1999-03
3/3/99,5333888,RMB,eBay,1999-03
3/4/99,2700853,USD,Apple,1999-03
3/5/99,7159574,EUR,Walmart,1999-03
3/6/99,3776180,RMB,Costco,1999-03
3/7/99,6005707,USD,Target,1999-03
3/8/99,7507399,EUR,eBay,1999-03
3/9/99,9363369,RMB,Apple,1999-03
3/10/99,7059065,USD,Walmart,1999-03
3/11/99,8013811,EUR,Costco,1999-03
3/12/99,4933165,RMB,Target,1999-03
3/13/99,5446413,USD,eBay,1999-03
3/14/99,316287,EUR,Apple,1999-03
3/15/99,2316350,RMB,Walmart,1999-03
3/16/99,606664,USD,Costco,1999-03
3/17/99,1332622,EUR,Target,1999-03
3/18/99,4649278,RMB,eBay,1999-03
3/19/99,4086133,USD,Apple,1999-03
3/20/99,5520038,EUR,Walmart,1999-03
3/21/99,2791365,RMB,Costco,1999-03
3/22/99,5818114,USD,Target,1999-03
3/23/99,5186097,EUR,eBay,1999-03
3/24/99,2402502,RMB,Apple,1999-03
3/25/99,2552915,USD,Walmart,1999-03
3/26/99,4571349,EUR,Costco,1999-03
3/27/99,4133362,RMB,Target,1999-03
3/28/99,4829569,USD,eBay,1999-03
3/29/99,126223,EUR,Apple,1999-03
3/30/99,358511,RMB,Walmart,1999-03
3/31/99,1657145,USD,Costco,1999-03
4/1/99,7297385,EUR,Target,1999-04
4/2/99,4056548,RMB,eBay,1999-04
4/3/99,9113159,USD,Apple,1999-04
4/4/99,3109973,EUR,Walmart,1999-04
4/5/99,927306,RMB,Costco,1999-04
4/6/99,6372500,USD,Target,1999-04
4/7/99,1583471,EUR,eBay,1999-04
4/8/99,3669404,RMB,Apple,1999-04
4/9/99,7823713,USD,Walmart,1999-04
4/10/99,8177418,EUR,Costco,1999-04
4/11/99,9255977,RMB,Target,1999-04
4/12/99,2714530,USD,eBay,1999-04
4/13/99,1214986,EUR,Apple,1999-04
4/14/99,9625723,RMB,Walmart,1999-04
4/15/99,6252391,USD,Costco,1999-04
4/16/99,2803467,EUR,Target,1999-04
4/17/99,6796852,RMB,eBay,1999-04
4/18/99,1415420,USD,Apple,1999-04
4/19/99,2197901,EUR,Walmart,1999-04
4/20/99,4531873,RMB,Costco,1999-04
4/21/99,9777609,USD,Target,1999-04
4/22/99,4109527,EUR,eBay,1999-04
4/23/99,4751918,RMB,Apple,1999-04
4/24/99,53383,USD,Walmart,1999-04
4/25/99,1511753,EUR,Costco,1999-04
4/26/99,6318165,RMB,Target,1999-04
4/27/99,3626532,USD,eBay,1999-04
4/28/99,4172479,EUR,Apple,1999-04
4/29/99,7353192,RMB,Walmart,1999-04
4/30/99,3857615,USD,Costco,1999-04
5/1/99,5280680,EUR,Target,1999-05
5/2/99,8891893,RMB,eBay,1999-05
5/3/99,7775525,USD,Apple,1999-05
5/4/99,5125300,EUR,Walmart,1999-05
5/5/99,6829602,RMB,Costco,1999-05
5/6/99,6748994,USD,Target,1999-05
5/7/99,6386732,EUR,eBay,1999-05
5/8/99,2885889,RMB,Apple,1999-05
5/9/99,7147575,USD,Walmart,1999-05
5/10/99,6128985,EUR,Costco,1999-05
5/11/99,7444309,RMB,Target,1999-05
5/12/99,5417816,USD,eBay,1999-05
5/13/99,9443554,EUR,Apple,1999-05
5/14/99,2457749,RMB,Walmart,1999-05
5/15/99,834089,USD,Costco,1999-05
5/16/99,4938761,EUR,Target,1999-05
5/17/99,8432131,RMB,eBay,1999-05
5/18/99,9999544,USD,Apple,1999-05
5/19/99,2838269,EUR,Walmart,1999-05
5/20/99,4711123,RMB,Costco,1999-05
5/21/99,6218543,USD,Target,1999-05
5/22/99,648529,EUR,eBay,1999-05
5/23/99,2570946,RMB,Apple,1999-05
5/24/99,9602729,USD,Walmart,1999-05
5/25/99,7971878,EUR,Costco,1999-05
5/26/99,8321877,RMB,Target,1999-05
5/27/99,310722,USD,eBay,1999-05
5/28/99,4157889,EUR,Apple,1999-05
5/29/99,8327116,RMB,Walmart,1999-05
5/30/99,5215509,USD,Costco,1999-05
5/31/99,4702764,EUR,Target,1999-05
6/1/99,4379687,RMB,eBay,1999-06
6/2/99,1086261,USD,Apple,1999-06
6/3/99,5447537,EUR,Walmart,1999-06
6/4/99,8968101,RMB,Costco,1999-06
6/5/99,1587171,USD,Target,1999-06
6/6/99,73040,EUR,eBay,1999-06
6/7/99,3136968,RMB,Apple,1999-06
6/8/99,2106705,USD,Walmart,1999-06
6/9/99,6873235,EUR,Costco,1999-06
6/10/99,3637709,RMB,Target,1999-06
6/11/99,6836671,USD,eBay,1999-06
6/12/99,9269052,EUR,Apple,1999-06
6/13/99,7541130,RMB,Walmart,1999-06
6/14/99,6604450,USD,Costco,1999-06
6/15/99,8528650,EUR,Target,1999-06
6/16/99,7626859,RMB,eBay,1999-06
6/17/99,6994122,USD,Apple,1999-06
6/18/99,8264410,EUR,Walmart,1999-06
6/19/99,5906242,RMB,Costco,1999-06
6/20/99,8899786,USD,Target,1999-06
6/21/99,2385271,EUR,eBay,1999-06
6/22/99,28658,RMB,Apple,1999-06
6/23/99,1175399,USD,Walmart,1999-06
6/24/99,6440154,EUR,Costco,1999-06
6/25/99,9593686,RMB,Target,1999-06
6/26/99,1955444,USD,eBay,1999-06
6/27/99,8985082,EUR,Apple,1999-06
6/28/99,7830305,RMB,Walmart,1999-06
6/29/99,4570079,USD,Costco,1999-06
6/30/99,9515517,EUR,Target,1999-06
7/1/99,7583183,RMB,eBay,1999-07
7/2/99,291346,USD,Apple,1999-07
7/3/99,6233269,EUR,Walmart,1999-07
7/4/99,7165216,RMB,Costco,1999-07
7/5/99,4057004,USD,Target,1999-07
7/6/99,6985901,EUR,eBay,1999-07
7/7/99,1681663,RMB,Apple,1999-07
7/8/99,1769755,USD,Walmart,1999-07
7/9/99,9743200,EUR,Costco,1999-07
7/10/99,1582778,RMB,Target,1999-07
7/11/99,5542005,USD,eBay,1999-07
7/12/99,8474365,EUR,Apple,1999-07
7/13/99,7547908,RMB,Walmart,1999-07
7/14/99,924323,USD,Costco,1999-07
7/15/99,4749976,EUR,Target,1999-07
7/16/99,8896332,RMB,eBay,1999-07
7/17/99,8122024,USD,Apple,1999-07
7/18/99,4806825,EUR,Walmart,1999-07
7/19/99,7313276,RMB,Costco,1999-07
7/20/99,8902832,USD,Target,1999-07
7/21/99,6793087,EUR,eBay,1999-07
7/22/99,3211291,RMB,Apple,1999-07
7/23/99,1861671,USD,Walmart,1999-07
7/24/99,4313576,EUR,Costco,1999-07
7/25/99,9168751,RMB,Target,1999-07
7/26/99,7035540,USD,eBay,1999-07
7/27/99,1415576,EUR,Apple,1999-07
7/28/99,4534782,RMB,Walmart,1999-07
7/29/99,5192379,USD,Costco,1999-07
7/30/99,3222344,EUR,Target,1999-07
7/31/99,290223,RMB,eBay,1999-07
8/1/99,359478,USD,Apple,1999-08
8/2/99,9390579,EUR,Walmart,1999-08
8/3/99,2455318,RMB,Costco,1999-08
8/4/99,153737,USD,Target,1999-08
8/5/99,6913774,EUR,eBay,1999-08
8/6/99,2897009,RMB,Apple,1999-08
8/7/99,337148,USD,Walmart,1999-08
8/8/99,971993,EUR,Costco,1999-08
8/9/99,213607,RMB,Target,1999-08
8/10/99,7354248,USD,eBay,1999-08
8/11/99,9270622,EUR,Apple,1999-08
8/12/99,6778589,RMB,Walmart,1999-08
8/13/99,794997,USD,Costco,1999-08
8/14/99,2938990,EUR,Target,1999-08
8/15/99,2621940,RMB,eBay,1999-08
8/16/99,9765745,USD,Apple,1999-08
8/17/99,4770356,EUR,Walmart,1999-08
8/18/99,7315354,RMB,Costco,1999-08
8/19/99,8655703,USD,Target,1999-08
8/20/99,9642318,EUR,eBay,1999-08
8/21/99,1244544,RMB,Apple,1999-08
8/22/99,7487512,USD,Walmart,1999-08
8/23/99,7069716,EUR,Costco,1999-08
8/24/99,8059424,RMB,Target,1999-08
8/25/99,6221378,USD,eBay,1999-08
8/26/99,6483747,EUR,Apple,1999-08
8/27/99,2284175,RMB,Walmart,1999-08
8/28/99,7839340,USD,Costco,1999-08
8/29/99,1414909,EUR,Target,1999-08
8/30/99,9948162,RMB,eBay,1999-08
8/31/99,5135075,USD,Apple,1999-08
9/1/99,9917004,EUR,Walmart,1999-09
9/2/99,3338146,RMB,Costco,1999-09
9/3/99,9378477,USD,Target,1999-09
9/4/99,4999226,EUR,eBay,1999-09
9/5/99,469704,RMB,Apple,1999-09
9/6/99,2314221,USD,Walmart,1999-09
9/7/99,3341872,EUR,Costco,1999-09
9/8/99,4401180,RMB,Target,1999-09
9/9/99,3074756,USD,eBay,1999-09
9/10/99,681513,EUR,Apple,1999-09
9/11/99,4197007,RMB,Walmart,1999-09
9/12/99,4397894,USD,Costco,1999-09
9/13/99,7561108,EUR,Target,1999-09
9/14/99,9785591,RMB,eBay,1999-09
9/15/99,9589349,USD,Apple,1999-09
9/16/99,5697205,EUR,Walmart,1999-09
9/17/99,462189,RMB,Costco,1999-09
9/18/99,3012578,USD,Target,1999-09
9/19/99,4638117,EUR,eBay,1999-09
9/20/99,3300200,RMB,Apple,1999-09
9/21/99,7274179,USD,Walmart,1999-09
9/22/99,1905598,EUR,Costco,1999-09
9/23/99,2329137,RMB,Target,1999-09
9/24/99,5301934,USD,eBay,1999-09
9/25/99,9500863,EUR,Apple,1999-09
9/26/99,357827,RMB,Walmart,1999-09
9/27/99,5458416,USD,Costco,1999-09
9/28/99,1484852,EUR,Target,1999-09
9/29/99,1233600,RMB,eBay,1999-09
9/30/99,3040670,USD,Apple,1999-09
10/1/99,2625809,EUR,Walmart,1999-10
10/2/99,2963539,RMB,Costco,1999-10
10/3/99,615092,USD,Target,1999-10
10/4/99,3337169,EUR,eBay,1999-10
10/5/99,5272407,RMB,Apple,1999-10
10/6/99,6132273,USD,Walmart,1999-10
10/7/99,909303,EUR,Costco,1999-10
10/8/99,8688990,RMB,Target,1999-10
10/9/99,1636482,USD,eBay,1999-10
10/10/99,5055593,EUR,Apple,1999-10
10/11/99,515680,RMB,Walmart,1999-10
10/12/99,6541359,USD,Costco,1999-10
10/13/99,9134300,EUR,Target,1999-10
10/14/99,7731314,RMB,eBay,1999-10
10/15/99,7648302,USD,Apple,1999-10
10/16/99,699818,EUR,Walmart,1999-10
10/17/99,6443785,RMB,Costco,1999-10
10/18/99,7953598,USD,Target,1999-10
10/19/99,5669493,EUR,eBay,1999-10
10/20/99,9094383,RMB,Apple,1999-10
10/21/99,3707623,USD,Walmart,1999-10
10/22/99,2412474,EUR,Costco,1999-10
10/23/99,1659698,RMB,Target,1999-10
10/24/99,5993788,USD,eBay,1999-10
10/25/99,443800,EUR,Apple,1999-10
10/26/99,1552550,RMB,Walmart,1999-10
10/27/99,2643962,USD,Costco,1999-10
10/28/99,3035634,EUR,Target,1999-10
10/29/99,9956700,RMB,eBay,1999-10
10/30/99,2418985,USD,Apple,1999-10
10/31/99,9840344,EUR,Walmart,1999-10
11/1/99,3865579,RMB,Costco,1999-11
11/2/99,3829294,USD,Target,1999-11
11/3/99,3438463,EUR,eBay,1999-11
11/4/99,6952180,RMB,Apple,1999-11
11/5/99,15144,USD,Walmart,1999-11
11/6/99,5209077,EUR,Costco,1999-11
11/7/99,4740894,RMB,Target,1999-11
11/8/99,6547903,USD,eBay,1999-11
11/9/99,2950356,EUR,Apple,1999-11
11/10/99,4292173,RMB,Walmart,1999-11
11/11/99,3756024,USD,Costco,1999-11
11/12/99,750287,EUR,Target,1999-11
11/13/99,3510063,RMB,eBay,1999-11
11/14/99,495324,USD,Apple,1999-11
11/15/99,2118651,EUR,Walmart,1999-11
11/16/99,1229436,RMB,Costco,1999-11
11/17/99,8414380,USD,Target,1999-11
11/18/99,9524603,EUR,eBay,1999-11
11/19/99,8330106,RMB,Apple,1999-11
11/20/99,9751541,USD,Walmart,1999-11
11/21/99,7584193,EUR,Costco,1999-11
11/22/99,885722,RMB,Target,1999-11
11/23/99,6309597,USD,eBay,1999-11
11/24/99,6527074,EUR,Apple,1999-11
11/25/99,5773503,RMB,Walmart,1999-11
11/26/99,8607726,USD,Costco,1999-11
11/27/99,4820542,EUR,Target,1999-11
11/28/99,4779545,RMB,eBay,1999-11
11/29/99,6585866,USD,Apple,1999-11
11/30/99,8620999,EUR,Walmart,1999-11
12/1/99,5164856,RMB,Costco,1999-12
12/2/99,5860969,USD,Target,1999-12
12/3/99,2549816,EUR,eBay,1999-12
12/4/99,1166412,RMB,Apple,1999-12
12/5/99,4571758,USD,Walmart,1999-12
12/6/99,3332858,EUR,Costco,1999-12
12/7/99,1283905,RMB,Target,1999-12
12/8/99,8464054,USD,eBay,1999-12
12/9/99,1540520,EUR,Apple,1999-12
12/10/99,9530837,RMB,Walmart,1999-12
12/11/99,957554,USD,Costco,1999-12
12/12/99,6301282,EUR,Target,1999-12
12/13/99,3504070,RMB,eBay,1999-12
12/14/99,4922403,USD,Apple,1999-12
12/15/99,7624605,EUR,Walmart,1999-12
12/16/99,9305872,RMB,Costco,1999-12
12/17/99,1573979,USD,Target,1999-12
12/18/99,300869,EUR,eBay,1999-12
12/19/99,2018904,RMB,Apple,1999-12
12/20/99,6217310,USD,Walmart,1999-12
12/21/99,5964851,EUR,Costco,1999-12
12/22/99,8219090,RMB,Target,1999-12
12/23/99,2479257,USD,eBay,1999-12
12/24/99,3054271,EUR,Apple,1999-12
12/25/99,2935365,RMB,Walmart,1999-12
12/26/99,4813364,USD,Costco,1999-12
12/27/99,4361149,EUR,Target,1999-12
12/28/99,9230862,RMB,eBay,1999-12
12/29/99,6227115,USD,Apple,1999-12
12/30/99,3021878,EUR,Walmart,1999-12
12/31/99,2001575,RMB,Costco,1999-12
1/1/00,3262610,USD,Target,2000-01
1/2/00,4407742,EUR,eBay,2000-01
1/3/00,4428559,RMB,Apple,2000-01
1/4/00,3982739,USD,Walmart,2000-01
1/5/00,8258037,EUR,Costco,2000-01
1/6/00,4381699,RMB,Target,2000-01
1/7/00,3592794,USD,eBay,2000-01
1/8/00,261598,EUR,Apple,2000-01
1/9/00,137975,RMB,Walmart,2000-01
1/10/00,9027089,USD,Costco,2000-01
1/11/00,4458788,EUR,Target,2000-01
1/12/00,8696951,RMB,eBay,2000-01
1/13/00,5836801,USD,Apple,2000-01
1/14/00,3449333,EUR,Walmart,2000-01
1/15/00,4675498,RMB,Costco,2000-01
1/16/00,191731,USD,Target,2000-01
1/17/00,5018677,EUR,eBay,2000-01
1/18/00,460932,RMB,Apple,2000-01
1/19/00,825205,USD,Walmart,2000-01
1/20/00,9977598,EUR,Costco,2000-01
1/21/00,2797242,RMB,Target,2000-01
1/22/00,1733102,USD,eBay,2000-01
1/23/00,2014430,EUR,Apple,2000-01
1/24/00,4289160,RMB,Walmart,2000-01
1/25/00,3453817,USD,Costco,2000-01
1/26/00,2875842,EUR,Target,2000-01
1/27/00,5379909,RMB,eBay,2000-01
1/28/00,7171040,USD,Apple,2000-01
1/29/00,8577069,EUR,Walmart,2000-01
1/30/00,5644521,RMB,Costco,2000-01
1/31/00,214398,USD,Target,2000-01
2/1/00,3485480,EUR,eBay,2000-02
2/2/00,8066318,RMB,Apple,2000-02
2/3/00,5761354,USD,Walmart,2000-02
2/4/00,8214678,EUR,Costco,2000-02
2/5/00,9546577,RMB,Target,2000-02
2/6/00,4633140,USD,eBay,2000-02
2/7/00,8594490,EUR,Apple,2000-02
2/8/00,2435118,RMB,Walmart,2000-02
2/9/00,1744665,USD,Costco,2000-02
2/10/00,7828678,EUR,Target,2000-02
2/11/00,9124155,RMB,eBay,2000-02
2/12/00,5592849,USD,Apple,2000-02
2/13/00,2148010,EUR,Walmart,2000-02
2/14/00,9945863,RMB,Costco,2000-02
2/15/00,8741995,USD,Target,2000-02
2/16/00,8383742,EUR,eBay,2000-02
2/17/00,1941007,RMB,Apple,2000-02
2/18/00,1720190,USD,Walmart,2000-02
2/19/00,3419861,EUR,Costco,2000-02
2/20/00,8245222,RMB,Target,2000-02
2/21/00,8300945,USD,eBay,2000-02
2/22/00,2476393,EUR,Apple,2000-02
2/23/00,7802595,RMB,Walmart,2000-02
2/24/00,7340958,USD,Costco,2000-02
2/25/00,2480117,EUR,Target,2000-02
2/26/00,1930342,RMB,eBay,2000-02
2/27/00,804134,USD,Apple,2000-02
2/28/00,1333880,EUR,Walmart,2000-02
2/29/00,9205733,RMB,Costco,2000-02
3/1/00,6112202,USD,Target,2000-03
3/2/00,7443884,EUR,eBay,2000-03
3/3/00,3945198,RMB,Apple,2000-03
3/4/00,8247025,USD,Walmart,2000-03
3/5/00,1878733,EUR,Costco,2000-03
3/6/00,2817730,RMB,Target,2000-03
3/7/00,870116,USD,eBay,2000-03
3/8/00,2144376,EUR,Apple,2000-03
3/9/00,7521398,RMB,Walmart,2000-03
3/10/00,1488851,USD,Costco,2000-03
3/11/00,4563355,EUR,Target,2000-03
3/12/00,7225933,RMB,eBay,2000-03
3/13/00,2763107,USD,Apple,2000-03
3/14/00,3862699,EUR,Walmart,2000-03
3/15/00,2417820,RMB,Costco,2000-03
3/16/00,9206435,USD,Target,2000-03
3/17/00,9850030,EUR,eBay,2000-03
3/18/00,5231158,RMB,Apple,2000-03
3/19/00,4608356,USD,Walmart,2000-03
3/20/00,7627254,EUR,Costco,2000-03
3/21/00,8966561,RMB,Target,2000-03
3/22/00,9479343,USD,eBay,2000-03
3/23/00,7435211,EUR,Apple,2000-03
3/24/00,5316336,RMB,Walmart,2000-03
3/25/00,367773,USD,Costco,2000-03
3/26/00,8023635,EUR,Target,2000-03
3/27/00,8379620,RMB,eBay,2000-03
3/28/00,3580179,USD,Apple,2000-03
3/29/00,9665583,EUR,Walmart,2000-03
3/30/00,2122819,RMB,Costco,2000-03
3/31/00,5148878,USD,Target,2000-03
4/1/00,9967988,EUR,eBay,2000-04
4/2/00,859475,RMB,Apple,2000-04
4/3/00,2322758,USD,Walmart,2000-04
4/4/00,1309394,EUR,Costco,2000-04
4/5/00,9128406,RMB,Target,2000-04
4/6/00,686344,USD,eBay,2000-04
4/7/00,2574077,EUR,Apple,2000-04
4/8/00,5060976,RMB,Walmart,2000-04
4/9/00,5408786,USD,Costco,2000-04
4/10/00,522380,EUR,Target,2000-04
4/11/00,40769,RMB,eBay,2000-04
4/12/00,3308564,USD,Apple,2000-04
4/13/00,8891868,EUR,Walmart,2000-04
4/14/00,3491793,RMB,Costco,2000-04
4/15/00,7004160,USD,Target,2000-04
4/16/00,2996386,EUR,eBay,2000-04
4/17/00,360196,RMB,Apple,2000-04
4/18/00,1862121,USD,Walmart,2000-04
4/19/00,4421810,EUR,Costco,2000-04
4/20/00,401046,RMB,Target,2000-04
4/21/00,7472882,USD,eBay,2000-04
4/22/00,1662354,EUR,Apple,2000-04
4/23/00,6584759,RMB,Walmart,2000-04
4/24/00,4482756,USD,Costco,2000-04
4/25/00,4278396,EUR,Target,2000-04
4/26/00,2178111,RMB,eBay,2000-04
4/27/00,253075,USD,Apple,2000-04
4/28/00,3663160,EUR,Walmart,2000-04
4/29/00,2441575,RMB,Costco,2000-04
4/30/00,8600318,USD,Target,2000-04
5/1/00,8150727,EUR,eBay,2000-05
5/2/00,7422159,RMB,Apple,2000-05
5/3/00,9830396,USD,Walmart,2000-05
5/4/00,987734,EUR,Costco,2000-05
5/5/00,6062819,RMB,Target,2000-05
5/6/00,9349661,USD,eBay,2000-05
5/7/00,9421057,EUR,Apple,2000-05
5/8/00,7937158,RMB,Walmart,2000-05
5/9/00,4042303,USD,Costco,2000-05
5/10/00,1240641,EUR,Target,2000-05
5/11/00,8137944,RMB,eBay,2000-05
5/12/00,1190524,USD,Apple,2000-05
5/13/00,3698793,EUR,Walmart,2000-05
5/14/00,4212397,RMB,Costco,2000-05
5/15/00,300486,USD,Target,2000-05
5/16/00,6008650,EUR,eBay,2000-05
5/17/00,1382166,RMB,Apple,2000-05
5/18/00,1762039,USD,Walmart,2000-05
5/19/00,1489179,EUR,Costco,2000-05
5/20/00,4187403,RMB,Target,2000-05
5/21/00,6839103,USD,eBay,2000-05
5/22/00,1762015,EUR,Apple,2000-05
5/23/00,6301905,RMB,Walmart,2000-05
5/24/00,8032011,USD,Costco,2000-05
5/25/00,2655207,EUR,Target,2000-05
5/26/00,7919504,RMB,eBay,2000-05
5/27/00,5196598,USD,Apple,2000-05
5/28/00,9512232,EUR,Walmart,2000-05
5/29/00,2912705,RMB,Costco,2000-05
5/30/00,944146,USD,Target,2000-05
5/31/00,6877503,EUR,eBay,2000-05
6/1/00,7033082,RMB,Apple,2000-06
6/2/00,8206546,USD,Walmart,2000-06
6/3/00,5752960,EUR,Costco,2000-06
6/4/00,4917057,RMB,Target,2000-06
6/5/00,6422798,USD,eBay,2000-06
6/6/00,7170171,EUR,Apple,2000-06
6/7/00,9073133,RMB,Walmart,2000-06
6/8/00,1889793,USD,Costco,2000-06
6/9/00,4726330,EUR,Target,2000-06
6/10/00,1756572,RMB,eBay,2000-06
6/11/00,1466468,USD,Apple,2000-06
6/12/00,6354605,EUR,Walmart,2000-06
6/13/00,7914817,RMB,Costco,2000-06
6/14/00,9373998,USD,Target,2000-06
6/15/00,3893134,EUR,eBay,2000-06
6/16/00,5975573,RMB,Apple,2000-06
6/17/00,3461116,USD,Walmart,2000-06
6/18/00,1646935,EUR,Costco,2000-06
6/19/00,7412604,RMB,Target,2000-06
6/20/00,8241045,USD,eBay,2000-06
6/21/00,1997894,EUR,Apple,2000-06
6/22/00,8110033,RMB,Walmart,2000-06
6/23/00,2810130,USD,Costco,2000-06
6/24/00,583951,EUR,Target,2000-06
6/25/00,3929625,RMB,eBay,2000-06
6/26/00,762222,USD,Apple,2000-06
6/27/00,4285898,EUR,Walmart,2000-06
6/28/00,2360175,RMB,Costco,2000-06
6/29/00,930427,USD,Target,2000-06
6/30/00,4326633,EUR,eBay,2000-06
7/1/00,4297384,RMB,Apple,2000-07
7/2/00,779203,USD,Walmart,2000-07
7/3/00,4066582,EUR,Costco,2000-07
7/4/00,7239904,RMB,Target,2000-07
7/5/00,5350326,USD,eBay,2000-07
7/6/00,7349499,EUR,Apple,2000-07
7/7/00,7821295,RMB,Walmart,2000-07
7/8/00,2637516,USD,Costco,2000-07
7/9/00,5627452,EUR,Target,2000-07
7/10/00,9043322,RMB,eBay,2000-07
7/11/00,6103139,USD,Apple,2000-07
7/12/00,1556689,EUR,Walmart,2000-07
7/13/00,7966169,RMB,Costco,2000-07
7/14/00,3759877,USD,Target,2000-07
7/15/00,8345202,EUR,eBay,2000-07
7/16/00,6069079,RMB,Apple,2000-07
7/17/00,8556371,USD,Walmart,2000-07
7/18/00,3491558,EUR,Costco,2000-07
7/19/00,3606007,RMB,Target,2000-07
7/20/00,9716316,USD,eBay,2000-07
7/21/00,4609052,EUR,Apple,2000-07
7/22/00,4359572,RMB,Walmart,2000-07
7/23/00,9001224,USD,Costco,2000-07
7/24/00,3720615,EUR,Target,2000-07
7/25/00,4427851,RMB,eBay,2000-07
7/26/00,3514398,USD,Apple,2000-07
7/27/00,9524247,EUR,Walmart,2000-07
7/28/00,1152662,RMB,Costco,2000-07
7/29/00,3308504,USD,Target,2000-07
7/30/00,3655228,EUR,eBay,2000-07
7/31/00,6384176,RMB,Apple,2000-07
8/1/00,8628572,USD,Walmart,2000-08
8/2/00,7586454,EUR,Costco,2000-08
8/3/00,9239359,RMB,Target,2000-08
8/4/00,995604,USD,eBay,2000-08
8/5/00,8858646,EUR,Apple,2000-08
8/6/00,5436111,RMB,Walmart,2000-08
8/7/00,5332902,USD,Costco,2000-08
8/8/00,250358,EUR,Target,2000-08
8/9/00,7630517,RMB,eBay,2000-08
8/10/00,5625166,USD,Apple,2000-08
8/11/00,4210389,EUR,Walmart,2000-08
8/12/00,9517393,RMB,Costco,2000-08
8/13/00,3092579,USD,Target,2000-08
8/14/00,6365792,EUR,eBay,2000-08
8/15/00,9953519,RMB,Apple,2000-08
8/16/00,6917802,USD,Walmart,2000-08
8/17/00,5957269,EUR,Costco,2000-08
8/18/00,900702,RMB,Target,2000-08
8/19/00,3453669,USD,eBay,2000-08
8/20/00,8620681,EUR,Apple,2000-08
8/21/00,6908761,RMB,Walmart,2000-08
8/22/00,2824238,USD,Costco,2000-08
8/23/00,7917244,EUR,Target,2000-08
8/24/00,119678,RMB,eBay,2000-08
8/25/00,6422590,USD,Apple,2000-08
8/26/00,5658619,EUR,Walmart,2000-08
8/27/00,1857765,RMB,Costco,2000-08
8/28/00,1022051,USD,Target,2000-08
8/29/00,2679222,EUR,eBay,2000-08
8/30/00,8969170,RMB,Apple,2000-08
8/31/00,7651128,USD,Walmart,2000-08
9/1/00,8864662,EUR,Costco,2000-09
9/2/00,3828330,RMB,Target,2000-09
9/3/00,9738609,USD,eBay,2000-09
9/4/00,3036120,EUR,Apple,2000-09
9/5/00,1702960,RMB,Walmart,2000-09
9/6/00,8269545,USD,Costco,2000-09
9/7/00,5737562,EUR,Target,2000-09
9/8/00,8584577,RMB,eBay,2000-09
9/9/00,3446467,USD,Apple,2000-09
9/10/00,6607172,EUR,Walmart,2000-09
9/11/00,6622851,RMB,Costco,2000-09
9/12/00,3721047,USD,Target,2000-09
9/13/00,7931247,EUR,eBay,2000-09
9/14/00,9701980,RMB,Apple,2000-09
9/15/00,8593371,USD,Walmart,2000-09
9/16/00,1139002,EUR,Costco,2000-09
9/17/00,1753077,RMB,Target,2000-09
9/18/00,4135194,USD,eBay,2000-09
9/19/00,6644797,EUR,Apple,2000-09
